name,rating,address,region,closeregion,price,url,services,weddingpack,transfer,location
Studio Fotografico Ingaldi,4.8,,?,no,790€,https://www.matrimonio.com/fotografo-matrimonio/studio-fotografico-ingaldi--e108998,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica, Servizio express (foto parenti consegna immediata); slide show proiezione in location delle foto matrimonio; rivista personalizzata x gli sposi:due cuori e una cucina e servizio Photo Booth","Servizio all inclusive: foto, video, due album genitori, a scelta servizio express oppure slide showoppure rivista oppure rivista 2cuori & una cucina e infine servizio photo booth",yes,?
Riccardo Bonetti Photographer,4.9,,?,no,1750€,https://www.matrimonio.com/fotografo-matrimonio/riccardo-bonetti-photographer--e110695,"Foto, video, prematrimonio, postmatrimonio, album, mini album, fotografie in alta risoluzione, photocall","Offriamo un servizio fotografico studiato per cogliere al meglio i preziosi attimi del matrimonio: duefotografi, scatti illimitati e consegna di foto in alta risoluzione accuratamente post prodotte",yes,Milano e Pavia
Foto Riva & C.,5.0,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/foto-riva-&-c--e111970,DVD con tutti gli scatti,"Tutti i servizi sono completamente personalizzabili e comprendono: provini di tutte le riprese,costruzione ed impaginazione dell'album, provinatura del libro prima della stampa, album a scelta...",yes,?
Rawfoto Weddings,5.0,,?,no,600€-3500€,https://www.matrimonio.com/fotografo-matrimonio/rawfoto-weddings--e133759,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica","Proponiamo reportage fotografico dell'intera giornata senza limiti di foto e tempo, un album creativooriginale ed esclusivo, riprese video emozionanti con un montaggio dinamico e innovativo",yes,?
Eleonora Ricappi Fotografa,5.0,,?,no,700€-1800€,https://www.matrimonio.com/fotografo-matrimonio/eleonora-ricappi-fotografa--e139852,DVD con tutti gli scatti,Il pack di matrimonio include la consegna di circa 800 scatti su supporto dvd in jpeg alta risoluzione ottimizzati,yes,Varese e Verbania
RZ Wedding,5.0,,?,no,1300€,https://www.matrimonio.com/fotografo-matrimonio/rz-wedding--e141241,"risoluzione, blu-ray o DVD con tutti gli scatti, Baule del divertimento: parrucche occhiali cappelli matelli,... per immortalarte delle fotografie divertenti con i vostri invitati...","Vi seguiamo dalla preparazione sino au un'ora dopo il taglio torta con il ns. Baule del divertimento.Circa 1000 foto in hr tutte vostre e sistemate, impaginazione e stampa dell'album",yes,?
Francesca Pisoni,4.9,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/francesca-pisoni--e141301,"Foto, video, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione",Ll pacchetto base comprende la consegna delle immagini in alta risoluzione su chiavatta USB.  E'possibile poi scegliere fotolibro e album tradizionale.  Immagini realizzate dalla preparazione ai balli,yes,?
Giuseppe Gradella Wedding Photographer,5.0,,?,no,950€,https://www.matrimonio.com/fotografo-matrimonio/giuseppe-gradella-wedding-photographer--e143501,"risoluzione, Il video verrà realizzato da una professionista mia socia","Il servizio base include foto della vestizione sposa e sposo, cerimonia, sessione di ritratto sposi,rinfresco, fotolibro con 90/100scatti e grafica personalizzata, chiavetta USB con scatti dell'album",yes,?
Graffi&co,4.9,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/graffi&co--e145792,"risoluzione, blu-ray o DVD con tutti gli scatti, Photo-booth",Il contenuto del pacchetto verrà costruito su misura a seconda delle esigenze degli sposi,yes,Cremona e Lodi
Davide Tino Fotografo,4.9,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/davide-tino-fotografo--e154215,"risoluzione, blu-ray o DVD con tutti gli scatti",Servizio fotografico e album artigianale,yes,?
Milano Matrimoni,5.0,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/milano-matrimoni--e154850,o DVD con tutti gli scatti,"Servizio Base: reportage, eseguito da 1 fotografo, limitato alla durata della cerimonia e posati deglisposi e dei parenti all’uscita.  Servizi aggiuntivi: 2° fotografo, copertura intera giornata",yes,?
Bottega Incontroluce,5.0,,?,no,1300€-4000€,https://www.matrimonio.com/fotografo-matrimonio/bottega-incontroluce--e156817,"risoluzione, cabina fotografica, Miniset con flash da studio",Prematrimoniale. Sevizio fotografico di tutto il matrimonio con due fotografi. Miniset con flash dastudio.Postproduzione. Consegna foto in hd entro 3 mesi. Album matrimoniale e accessori di alta qual,yes,Milano e Varese
Cercame Photo,4.8,,?,no,700€-1900€,https://www.matrimonio.com/fotografo-matrimonio/cercame-photo--e157679,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, Salvataggio Video Full HD su supporto digitale USB.  Stampa fotografica immediata per parenti e amici in Location ( servizio in allestimento )","Servizio fotografico  Servizio Video originale e ""montato"" con effetti   Reportage  DVDfotomusicali  Fotolibri digitali  Fotografie di vari formati  Album fotografici  Gigantografie fotografiche.  Tele Fotog",yes,?
LightInk Studio,5.0,,?,no,900€-4800€,https://www.matrimonio.com/fotografo-matrimonio/lightink-studio--e165105,"risoluzione, blu-ray o DVD con tutti gli scatti, Photobooth o GuestBook con istantanee","Copertura totale del servizio, dai preparativi della sposa fino al taglio della torta e primi balli.Consegna delle foto in alta risoluzione su USB o DVD. Ogni matrimonio è personalizzabile",yes,?
Frank Baster Fotografia,?,,?,no,700€-2400€,https://www.matrimonio.com/fotografo-matrimonio/frank-baster-fotografia--e165917,"risoluzione, blu-ray o DVD con tutti gli scatti",Album libro  2 album x genitori  4 album tascabili  Video,yes,?
Passini Lorenzo,4.9,,?,no,800€-2000€,https://www.matrimonio.com/fotografo-matrimonio/passini-lorenzo--e166584,"blu-ray o DVD con tutti gli scatti, cabina fotografica, altri","Reportage di matrimonio.  Files digitali in alta risoluzione già post-prodotti. Fotoritocco.  Possibilitàdi stampe fine art o album (digitale, classico o fotolibro) da valutare",yes,?
Lake Maggiore Wedding,4.8,,?,no,400€-5000€,https://www.matrimonio.com/fotografo-matrimonio/lake-maggiore-wedding--e174894,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica","Il servizio fotografico eseguito da 2 fotografi professionisti. Le fotografie verranno consegnate, su unachietta USB, postprodotte una per una.  Il servizio video viene proposto in due varianti",yes,"Novara, Varese e Verbania"
Foto Rizzotti,?,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/foto-rizzotti--e178482,tutti gli scatti,"Il Pack matrimonio Foto Rizzotti comprende:  Casa sposa, chiesa o comune, arrivo al ristorante consimulazione taglio torta ed ulteriori scatti.  Optional: Casa sposo e permanenza ristorante",yes,?
Istanti Felici,?,,?,no,800€-2000€,https://www.matrimonio.com/fotografo-matrimonio/istanti-felici--e190822,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Il pack è componibile: solo foto (consegna su DVD o chiavetta USB personalizzata), foto più album (edeventuali mini album) oppure  foto più video più album",yes,?
Stefano Casale,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/stefano-casale--e192376,"risoluzione, blu-ray o DVD con tutti gli scatti, Reportage di eventi, spettacoli, compleanni",,yes,?
Irideblu photography,4.8,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/irideblu-photography--e9775,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica","Alte risoluzioni e galleria fotografica provini a cui si può aggiungere:  album fotolibro o tradizionale,album genitori, testimoni/ video",yes,?
Foto Linear,4.9,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/foto-linear--e10115,"risoluzione, blu-ray o DVD con tutti gli scatti, Realizziamo Foto book persoanlizzati  video produzioni full HD  Auto per gli sposi  musica e intrattenimento","Foto,video e altro",yes,"Milano, Novara e Varese"
Diego Tortini Fotografia,4.9,,?,no,740€-990€,https://www.matrimonio.com/fotografo-matrimonio/diego-tortini-fotografia--e11325,"risoluzione, blu-ray o DVD con tutti gli scatti, Gallery privata online e progetti ""fine-art""",Prova fotografica / Riprese fotografiche / Selezione / Editing / Gallery privata / Album / Usb Drive,yes,?
Studio Lops,4.8,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/studio-lops--e11465,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti","Seguiamo i desideri gli sposi in modo che la creazione finale sia unica.    1-2 Fotografi a disposizioneper l' intera giornata,  Album classico, fotolibro o memory box  2 albumini per genitori.  poster",yes,?
Moreno Belloni,4.9,,?,no,1100€-4000€,https://www.matrimonio.com/fotografo-matrimonio/moreno-belloni--e15905,"DVD con tutti gli scatti, cabina fotografica, Foto,video,album,mini album genitori e testimoni,album digitali,album classici con cartoncino,album con stampe fine art certificate,foto in alta risoluzione,pendrive con tutti gli scatti","I pacchetti sono personalizzabili. Copertura del servizio per tutta la giornata,dalla preparazione altaglio della torta e balli, con uno o due fotografi,con operatore video,drone.File originali",yes,?
Foto Meta,4.8,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/foto-meta--e20135,"Foto, video, prematrimonio, album, blu-ray o DVD con tutti gli scatti","Ripresa , album , file",yes,Como e Monza e Brianza
Wedding Power Lab,5.0,,?,no,1670€,https://www.matrimonio.com/fotografo-matrimonio/wedding-power-lab--e39325,"risoluzione, blu-ray o DVD con tutti gli scatti, altri","L'innovativo servizio di Wedding Power Lab, con 2 Fotografi professionisti a disposizione per tutto ilgiorno e consegna delle foto entro 5 giorni",yes,?
Enrico Mantegazza,4.9,,?,no,1200€-2000€,https://www.matrimonio.com/fotografo-matrimonio/enrico-mantegazza--e48295,tutti gli scatti,Servizio fotografico per tutta la durata dell'evento con la consegna di tutte le immagini post prodottein alta risoluzione su chiavetta usb personalizzata con cofanetto e stampe in formato cartolina,yes,?
Paolo Soave - Wedding Photography,4.9,,?,no,1400€-2400€,https://www.matrimonio.com/fotografo-matrimonio/paolo-soave-wedding-photography--e74863,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, - Engagement: servizio fotografico di fidanzamento  - Servizio Polaroid Fuji  - Gallerie online","Vi consegnerò tutte le foto in alta risoluzione su un DVD personalizzato o tramite download, più l'albumselezionato, fotolibro, tradizionale o box in plexyglass",yes,?
Ben's Studio Fotografico,4.7,,?,no,850€-3000€,https://www.matrimonio.com/fotografo-matrimonio/bens-studio-fotografico--e105302,"Foto, video, album, mini album, album digitali, blu-ray o DVD con tutti gli scatti",ALBUM + ALBUMINI + DVD CON SCATTI HI RESOLUTION + GALLERY WEB,yes,Lecco e Monza e Brianza
Ivan Natilla Fotografo,5.0,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/ivan-natilla-fotografo--e111410,"gli scatti, Engagement, maternity, newborn, ritratti, partecipazioni, tableau mariage, guest book, foto ringraziamenti, wedding card, photobooth","100 immagini impaginate, album personalizzato, 2 album per i genitori, cd provini e dvd scatti hd. Matutto è personalizzabile in base alle richieste degli sposi",yes,Milano e Pavia
FotograFFiamo di Quintini Giuseppe,5.0,,?,no,890€,https://www.matrimonio.com/fotografo-matrimonio/fotograffiamo-di-quintini-giuseppe--e119676,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Servizio fotografico con la presenza di due fotografi, scatti illimitati e post-produzioneprofessionale.  Il nostro stile e la nostra creatività",yes,Lodi e Monza e Brianza
Masci Fotostudio,4.9,,?,no,600€-2800€,https://www.matrimonio.com/fotografo-matrimonio/masci-fotostudio--e121905,"risoluzione, blu-ray o DVD con tutti gli scatti, Servizi di foto e video","Kit prestabilito Album Libro,minialbum per i genitori,video con montaggio,riprese con drone,fotocartelleper ringraziamenti, partecipazioni. TUTTO INCLUSO CON TRATTAMENTO ESCLUSIVO",yes,?
Emmerre,4.9,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/emmerre--e124011,"Foto, video, album, mini album, album digitali",,yes,?
Eidos di Guido Colla,5.0,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/eidos-di-guido-colla--e131165,"Foto, album, fotografie in alta risoluzione, Fotolibro","Preparazione sposo e sposa, cerimonia in chiesa/comune",yes,?
Passamonti Giada,5.0,,?,no,300€-1600€,https://www.matrimonio.com/fotografo-matrimonio/passamonti-giada--e132329,"Foto, album, mini album, album digitali, fotografie in alta risoluzione","Album (diversi formati), 2 libri genitori, tutti i file scattati in risoluzione originale, disponibilita'agli sposi per l'intera giornata",yes,Brescia e Cremona
Agenzia Fotografica Goblin,5.0,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/agenzia-fotografica-goblin--e133564,"Foto, video, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Album Digitale o Analogico. DVD con tutti i file pronti per la stampa. Foto formato Polaroid. Poster. Surichiesta : Mini-Album, Video 4K, Foto con invitati",yes,Como e Monza e Brianza
Studio Fotografico Battista Sedani,5.0,,?,no,350€-2200€,https://www.matrimonio.com/fotografo-matrimonio/studio-fotografico-battista-sedani--e133616,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione","Album principale del servizio, album secondario del ristorante, provinatura cartacea di tutti gliscatti,dvd immagini in movimento, cd album da sfogliare, cd scatti bassa ris. , foto web con password",yes,?
Alessandro Pegoli Ph,5.0,,?,no,900€-2500€,https://www.matrimonio.com/fotografo-matrimonio/alessandro-pegoli-ph--e139773,DVD con tutti gli scatti,"Servizio fotografico dei preparativi, servizio fotografico dalla cerimonia fino alla fine dei festeggiamenti",yes,Lecco e Monza e Brianza
Photosolutions,5.0,,?,no,750€-3000€,https://www.matrimonio.com/fotografo-matrimonio/photosolutions--e154851,"Foto, video, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Servizio, Album, Stampe varie, Foto su tela, ecc",yes,?
Celeste Studio,5.0,,?,no,1500€,https://www.matrimonio.com/fotografo-matrimonio/celeste-studio--e157844,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti","Servizio, album sposi, album genitori , cofanetto di design con chiavetta USB contenente tutti gli scattiin alta risoluzione",yes,?
Matrimoni d'Autori,4.9,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/matrimoni-dautori--e158265,"DVD con tutti gli scatti, photocall, Slideshow e Photo Booth",Platinum: Album Fotolibro + Video HD e DRONE in Omaggio  Gold: Album Fotolibro  Silver: Solo Foto su DVD e Blu Ray,yes,Monza e Brianza e Varese
S&C Photographers - SeC Darkroom,5.0,,?,no,1700€,https://www.matrimonio.com/fotografo-matrimonio/s&c-photographers-sec-darkroom--e158368,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti","Servizio, file, prodotto, packaging. Il pack matrimonio viene strutturato, durante l'incontro, in basealle preferenze dei futuri sposi",yes,Bergamo e Brescia
